country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category,city_ascii,country,lat,lng
United States of America,Belvedere Park,100.0,Unhealthy for Sensitive Groups,3.0,Good,1.0,Good,29.0,Good,100.0,Unhealthy for Sensitive Groups,Belvedere Park,United States,33.7489,-84.2599
United States of America,Belvidere,38.0,Good,1.0,Good,38.0,Good,1.0,Good,38.0,Good,Belvidere,United States,42.2543,-88.8649
Russian Federation,Belyye Berega,37.0,Good,1.0,Good,37.0,Good,0.0,Good,10.0,Good,,,,
Malaysia,Bemban,101.0,Unhealthy for Sensitive Groups,2.0,Good,17.0,Good,7.0,Good,101.0,Unhealthy for Sensitive Groups,,,,
Benin,Bembereke,42.0,Good,2.0,Good,15.0,Good,0.0,Good,42.0,Good,Bembereke,Benin,10.225,2.6681
United States of America,Bemidji,50.0,Good,1.0,Good,38.0,Good,1.0,Good,50.0,Good,Bemidji,United States,47.4828,-94.8797
Netherlands,Bemmel,43.0,Good,1.0,Good,22.0,Good,6.0,Good,43.0,Good,,,,
Viet Nam,Ben Tre,77.0,Moderate,1.0,Good,27.0,Good,2.0,Good,77.0,Moderate,Ben Tre,Vietnam,10.2333,106.3833
Spain,Benalmadena,31.0,Good,1.0,Good,30.0,Good,5.0,Good,31.0,Good,Benalmadena,Spain,36.6,-4.5167
India,Benaulim,56.0,Moderate,1.0,Good,19.0,Good,1.0,Good,56.0,Moderate,Benaulim,India,15.27,73.9346
Spain,Benavente,28.0,Good,1.0,Good,28.0,Good,2.0,Good,16.0,Good,Benavente,Spain,42.0031,-5.6742
Spain,Benavente,28.0,Good,1.0,Good,28.0,Good,2.0,Good,16.0,Good,Benavente,Portugal,38.9667,-8.8
United States of America,Benbrook,51.0,Moderate,1.0,Good,19.0,Good,4.0,Good,51.0,Moderate,Benbrook,United States,32.6788,-97.4637
United States of America,Bend,36.0,Good,1.0,Good,25.0,Good,2.0,Good,36.0,Good,Bend,United States,44.0563,-121.3095
Nigeria,Bende,94.0,Moderate,3.0,Good,46.0,Good,1.0,Good,94.0,Moderate,,,,
Australia,Bendigo,23.0,Good,0.0,Good,23.0,Good,0.0,Good,23.0,Good,Bendigo,Australia,-36.75,144.2667
Germany,Bendorf,62.0,Moderate,1.0,Good,34.0,Good,3.0,Good,62.0,Moderate,Bendorf,Germany,50.4297,7.5703
Israel,Bene Beraq,92.0,Moderate,2.0,Good,49.0,Good,6.0,Good,92.0,Moderate,Bene Beraq,Israel,32.0833,34.8333
Czechia,Benesov,57.0,Moderate,1.0,Good,23.0,Good,5.0,Good,57.0,Moderate,Benesov,Czechia,49.7828,14.6886
Italy,Benevento,47.0,Good,1.0,Good,46.0,Good,2.0,Good,47.0,Good,Benevento,Italy,41.1333,14.7833
Brazil,Benevides,55.0,Moderate,1.0,Good,9.0,Good,2.0,Good,55.0,Moderate,Benevides,Brazil,-1.3667,-48.25
United Kingdom of Great Britain and Northern Ireland,Benfleet,28.0,Good,0.0,Good,28.0,Good,3.0,Good,24.0,Good,,,,
China,Bengbu,174.0,Unhealthy,4.0,Good,174.0,Unhealthy,5.0,Good,141.0,Unhealthy for Sensitive Groups,Bengbu,China,32.917,117.389
Libya,Benghazi,49.0,Good,1.0,Good,49.0,Good,1.0,Good,24.0,Good,Benghazi,Libya,32.1167,20.0667
Indonesia,Bengkalis,38.0,Good,1.0,Good,19.0,Good,0.0,Good,38.0,Good,Bengkalis,Indonesia,1.4897,102.0797
Indonesia,Bengkulu,75.0,Moderate,2.0,Good,37.0,Good,0.0,Good,75.0,Moderate,Bengkulu,Indonesia,-3.7956,102.2592
Angola,Benguela,92.0,Moderate,3.0,Good,12.0,Good,2.0,Good,92.0,Moderate,Benguela,Angola,-12.55,13.4167
Egypt,Benha,80.0,Moderate,2.0,Good,78.0,Moderate,5.0,Good,80.0,Moderate,,,,
Democratic Republic of the Congo,Beni,87.0,Moderate,3.0,Good,14.0,Good,0.0,Good,87.0,Moderate,Beni,Congo (Kinshasa),0.5,29.4667
Egypt,Beni Mazar,95.0,Moderate,1.0,Good,52.0,Moderate,2.0,Good,95.0,Moderate,,,,
Egypt,Beni Suef,108.0,Unhealthy for Sensitive Groups,2.0,Good,106.0,Unhealthy for Sensitive Groups,3.0,Good,108.0,Unhealthy for Sensitive Groups,,,,
Spain,Benicarlo,39.0,Good,0.0,Good,39.0,Good,0.0,Good,16.0,Good,Benicarlo,Spain,40.4167,0.4167
United States,Benicia,37.0,Good,1.0,Good,31.0,Good,8.0,Good,37.0,Good,Benicia,United States,38.0725,-122.1526
Spain,Benidorm,37.0,Good,1.0,Good,37.0,Good,1.0,Good,25.0,Good,Benidorm,Spain,38.5342,-0.1314
India,Beniganj,159.0,Unhealthy,4.0,Good,39.0,Good,10.0,Good,159.0,Unhealthy,,,,
Nigeria,Benin,55.0,Moderate,1.0,Good,25.0,Good,0.0,Good,55.0,Moderate,,,,
Mexico,Benito Juarez,109.0,Unhealthy for Sensitive Groups,4.0,Good,6.0,Good,9.0,Good,109.0,Unhealthy for Sensitive Groups,Benito Juarez,Argentina,-37.6667,-59.7833
Mexico,Benito Juarez,109.0,Unhealthy for Sensitive Groups,4.0,Good,6.0,Good,9.0,Good,109.0,Unhealthy for Sensitive Groups,Benito Juarez,Mexico,20.8833,-98.2
Brazil,Benjamin Constant,48.0,Good,1.0,Good,3.0,Good,0.0,Good,48.0,Good,Benjamin Constant,Brazil,-4.3828,-70.0308
United States of America,Bennington,35.0,Good,1.0,Good,28.0,Good,4.0,Good,35.0,Good,Bennington,United States,42.8854,-73.2133
South Africa,Benoni,123.0,Unhealthy for Sensitive Groups,15.0,Good,20.0,Good,12.0,Good,123.0,Unhealthy for Sensitive Groups,Benoni,South Africa,-26.1883,28.3206
Chad,Benoy,68.0,Moderate,2.0,Good,13.0,Good,0.0,Good,68.0,Moderate,Benoy,Chad,8.9908,16.3169
United States of America,Bensenville,52.0,Moderate,2.0,Good,31.0,Good,10.0,Good,52.0,Moderate,Bensenville,United States,41.9579,-87.9442
Germany,Bensheim,34.0,Good,1.0,Good,34.0,Good,1.0,Good,29.0,Good,Bensheim,Germany,49.6667,8.6167
Liberia,Bensonville,56.0,Moderate,1.0,Good,18.0,Good,0.0,Good,56.0,Moderate,Bensonville,Liberia,6.4456,-10.6097
United Kingdom of Great Britain and Northern Ireland,Bentley,33.0,Good,1.0,Good,33.0,Good,3.0,Good,16.0,Good,Bentley,United Kingdom,53.551,-1.144
Brazil,Bento Goncalves,41.0,Good,1.0,Good,12.0,Good,3.0,Good,41.0,Good,Bento Goncalves,Brazil,-29.1708,-51.5189
United States of America,Benton,74.0,Moderate,1.0,Good,24.0,Good,4.0,Good,74.0,Moderate,Benton,United States,34.5776,-92.5713
United States of America,Benton Harbor,60.0,Moderate,1.0,Good,32.0,Good,2.0,Good,60.0,Moderate,Benton Harbor,United States,42.1159,-86.4488
Malaysia,Bentong,89.0,Moderate,1.0,Good,42.0,Good,0.0,Good,89.0,Moderate,,,,
United States of America,Bentonville,88.0,Moderate,1.0,Good,23.0,Good,4.0,Good,88.0,Moderate,Bentonville,United States,36.3547,-94.2305
China,Benxi,105.0,Unhealthy for Sensitive Groups,3.0,Good,91.0,Moderate,2.0,Good,105.0,Unhealthy for Sensitive Groups,Benxi,China,41.4868,123.685
India,Beohari,158.0,Unhealthy,2.0,Good,58.0,Moderate,10.0,Good,158.0,Unhealthy,Beohari,India,24.0242,81.3783
Côte d'Ivoire,Beoumi,33.0,Good,1.0,Good,19.0,Good,0.0,Good,33.0,Good,,,,
Japan,Beppu,37.0,Good,1.0,Good,37.0,Good,1.0,Good,16.0,Good,Beppu,Japan,33.2847,131.4914
Bangladesh,Bera,139.0,Unhealthy for Sensitive Groups,4.0,Good,15.0,Good,14.0,Good,139.0,Unhealthy for Sensitive Groups,,,,
Malaysia,Beranang,90.0,Moderate,2.0,Good,44.0,Good,1.0,Good,90.0,Moderate,,,,
India,Berasia,164.0,Unhealthy,2.0,Good,57.0,Moderate,2.0,Good,164.0,Unhealthy,,,,
Albania,Berat,91.0,Moderate,1.0,Good,47.0,Good,0.0,Good,91.0,Moderate,Berat,Albania,40.7022,19.9583
Somalia,Berbera,90.0,Moderate,1.0,Good,24.0,Good,0.0,Good,90.0,Moderate,Berbera,Somalia,10.4356,45.0164
Central African Republic,Berberati,43.0,Good,2.0,Good,14.0,Good,0.0,Good,43.0,Good,Berberati,Central African Republic,4.2614,15.7894
France,Berck,34.0,Good,1.0,Good,30.0,Good,3.0,Good,34.0,Good,,,,
Russian Federation,Berdsk,42.0,Good,1.0,Good,42.0,Good,1.0,Good,37.0,Good,Berdsk,Russia,54.75,83.1
Ukraine,Berdychiv,36.0,Good,1.0,Good,36.0,Good,1.0,Good,19.0,Good,Berdychiv,Ukraine,49.9,28.5667
Chad,Bere,77.0,Moderate,1.0,Good,24.0,Good,0.0,Good,77.0,Moderate,Bere,Chad,9.3156,16.1597
United States of America,Berea,68.0,Moderate,2.0,Good,22.0,Good,10.0,Good,68.0,Moderate,Berea,United States,41.3696,-81.8641
United States of America,Berea,68.0,Moderate,2.0,Good,22.0,Good,10.0,Good,68.0,Moderate,Berea,United States,37.5904,-84.2898
United States of America,Berea,68.0,Moderate,2.0,Good,22.0,Good,10.0,Good,68.0,Moderate,Berea,United States,34.8802,-82.465
Somalia,Bereda,101.0,Unhealthy for Sensitive Groups,1.0,Good,24.0,Good,0.0,Good,101.0,Unhealthy for Sensitive Groups,,,,
Ukraine,Berehove,61.0,Moderate,1.0,Good,52.0,Moderate,0.0,Good,61.0,Moderate,Berehove,Ukraine,48.2056,22.6472
Ghana,Berekum,65.0,Moderate,1.0,Good,19.0,Good,0.0,Good,65.0,Moderate,Berekum,Ghana,7.45,-2.5833
Hungary,Berettyoujfalu,66.0,Moderate,1.0,Good,40.0,Good,1.0,Good,66.0,Moderate,Berettyoujfalu,Hungary,47.2167,21.55
Ukraine,Berezhany,63.0,Moderate,1.0,Good,29.0,Good,2.0,Good,63.0,Moderate,Berezhany,Ukraine,49.4458,24.9361
Russian Federation,Berezniki,28.0,Good,1.0,Good,28.0,Good,1.0,Good,28.0,Good,Berezniki,Russia,59.4167,56.7833
Spain,Berga,40.0,Good,1.0,Good,40.0,Good,0.0,Good,35.0,Good,Berga,Spain,42.1011,1.8439
Turkey,Bergama,42.0,Good,1.0,Good,42.0,Good,0.0,Good,26.0,Good,Bergama,Turkey,39.1167,27.1833
Italy,Bergamo,89.0,Moderate,1.0,Good,50.0,Good,0.0,Good,89.0,Moderate,Bergamo,Italy,45.695,9.67
Netherlands,Bergeijk,38.0,Good,1.0,Good,30.0,Good,2.0,Good,38.0,Good,Bergeijk,Netherlands,51.3167,5.35
Netherlands,Bergen,39.0,Good,1.0,Good,28.0,Good,4.0,Good,39.0,Good,Bergen,Norway,60.3894,5.33
Netherlands,Bergen,39.0,Good,1.0,Good,28.0,Good,4.0,Good,39.0,Good,Bergen,Netherlands,52.6667,4.7167
Netherlands,Bergen,39.0,Good,1.0,Good,28.0,Good,4.0,Good,39.0,Good,Bergen,Germany,54.4167,13.4333
Netherlands,Bergen,39.0,Good,1.0,Good,28.0,Good,4.0,Good,39.0,Good,Bergen,Netherlands,51.6,6.05
Netherlands,Bergen Op Zoom,33.0,Good,0.0,Good,33.0,Good,2.0,Good,27.0,Good,Bergen op Zoom,Netherlands,51.5,4.3
United States of America,Bergenfield,53.0,Moderate,1.0,Good,46.0,Good,3.0,Good,53.0,Moderate,Bergenfield,United States,40.9236,-73.9982
France,Bergerac,42.0,Good,1.0,Good,34.0,Good,1.0,Good,42.0,Good,Bergerac,France,44.85,0.48
Germany,Bergheim,45.0,Good,1.0,Good,24.0,Good,4.0,Good,45.0,Good,Bergheim,Germany,50.9667,6.65
Germany,Bergisch Gladbach,47.0,Good,1.0,Good,24.0,Good,4.0,Good,47.0,Good,Bergisch Gladbach,Germany,50.9918,7.1303
Germany,Bergkamen,65.0,Moderate,2.0,Good,22.0,Good,11.0,Good,65.0,Moderate,Bergkamen,Germany,51.6167,7.6333
Germany,Bergneustadt,64.0,Moderate,1.0,Good,33.0,Good,4.0,Good,64.0,Moderate,Bergneustadt,Germany,51.0333,7.65
Netherlands,Bergschenhoek,38.0,Good,1.0,Good,38.0,Good,1.0,Good,32.0,Good,,,,
India,Beri,176.0,Unhealthy,5.0,Good,113.0,Unhealthy for Sensitive Groups,9.0,Good,176.0,Unhealthy,,,,
Belgium,Beringen,46.0,Good,1.0,Good,26.0,Good,5.0,Good,46.0,Good,Beringen,Belgium,51.0489,5.2261
Spain,Berja,38.0,Good,1.0,Good,38.0,Good,0.0,Good,32.0,Good,Berja,Spain,36.8453,-2.9469
United States of America,Berkeley,46.0,Good,1.0,Good,33.0,Good,3.0,Good,46.0,Good,Berkeley,United States,39.9156,-74.1923
United States of America,Berkeley,46.0,Good,1.0,Good,33.0,Good,3.0,Good,46.0,Good,Berkeley,United States,37.8722,-122.276
United States of America,Berkeley Heights,49.0,Good,1.0,Good,46.0,Good,1.0,Good,49.0,Good,Berkeley Heights,United States,40.6764,-74.4244
United States of America,Berkley,85.0,Moderate,2.0,Good,18.0,Good,18.0,Good,85.0,Moderate,Berkley,United States,42.4986,-83.1853
United States of America,Berkley,85.0,Moderate,2.0,Good,18.0,Good,18.0,Good,85.0,Moderate,Berkley,United States,39.8045,-105.0281
Bulgaria,Berkovica,78.0,Moderate,1.0,Good,36.0,Good,2.0,Good,78.0,Moderate,,,,
Belgium,Berlaar,37.0,Good,0.0,Good,26.0,Good,4.0,Good,37.0,Good,Berlaar,Belgium,51.1167,4.65
Belgium,Berlare,49.0,Good,1.0,Good,37.0,Good,2.0,Good,49.0,Good,Berlare,Belgium,51.025,4.0025
El Salvador,Berlin,69.0,Moderate,2.0,Good,8.0,Good,15.0,Good,69.0,Moderate,Berlin,United States,44.4869,-71.2599
El Salvador,Berlin,69.0,Moderate,2.0,Good,8.0,Good,15.0,Good,69.0,Moderate,Berlin,El Salvador,13.5,-88.5333
El Salvador,Berlin,69.0,Moderate,2.0,Good,8.0,Good,15.0,Good,69.0,Moderate,Berlin,Germany,52.52,13.405
Bolivia (Plurinational State of),Bermejo,54.0,Moderate,1.0,Good,8.0,Good,1.0,Good,54.0,Moderate,Bermejo,Bolivia,-22.7322,-64.3425
Spain,Bermeo,51.0,Moderate,1.0,Good,18.0,Good,4.0,Good,51.0,Moderate,Bermeo,Spain,43.42,-2.7264
Switzerland,Bern,30.0,Good,0.0,Good,30.0,Good,0.0,Good,28.0,Good,Bern,Switzerland,46.9481,7.4475
Italy,Bernalda,59.0,Moderate,1.0,Good,38.0,Good,3.0,Good,59.0,Moderate,Bernalda,Italy,40.4167,16.6833
Germany,Bernau,39.0,Good,1.0,Good,35.0,Good,1.0,Good,39.0,Good,,,,
France,Bernay,53.0,Moderate,1.0,Good,29.0,Good,3.0,Good,53.0,Moderate,Bernay,France,49.09,0.6
Germany,Bernburg,36.0,Good,0.0,Good,29.0,Good,2.0,Good,36.0,Good,Bernburg,Germany,51.8,11.7333
France,Bernissart,37.0,Good,1.0,Good,24.0,Good,3.0,Good,37.0,Good,Bernissart,Belgium,50.4833,3.65
Madagascar,Beroroha,22.0,Good,0.0,Good,22.0,Good,0.0,Good,8.0,Good,,,,
Czechia,Beroun,59.0,Moderate,1.0,Good,48.0,Good,0.0,Good,59.0,Moderate,Beroun,Czechia,49.9642,14.0739
Republic of North Macedonia,Berovo,49.0,Good,1.0,Good,42.0,Good,0.0,Good,49.0,Good,Berovo,North Macedonia,41.7078,22.8564
Mexico,Berriozabal,78.0,Moderate,2.0,Good,15.0,Good,6.0,Good,78.0,Moderate,Berriozabal,Mexico,16.8003,-93.2733
Cameroon,Bertoua,71.0,Moderate,2.0,Good,16.0,Good,0.0,Good,71.0,Moderate,Bertoua,Cameroon,4.5833,13.6833
Uzbekistan,Beruni,71.0,Moderate,1.0,Good,39.0,Good,3.0,Good,71.0,Moderate,,,,
Sri Lanka,Beruwala,65.0,Moderate,0.0,Good,26.0,Good,0.0,Good,65.0,Moderate,,,,
United States of America,Berwick,50.0,Good,1.0,Good,35.0,Good,5.0,Good,50.0,Good,Berwick,United States,41.0555,-76.2492
United States of America,Berwyn,61.0,Moderate,1.0,Good,29.0,Good,6.0,Good,61.0,Moderate,Berwyn,United States,41.8433,-87.7909
Ukraine,Beryslav,38.0,Good,1.0,Good,38.0,Good,0.0,Good,24.0,Good,,,,
Italy,Besana In Brianza,66.0,Moderate,1.0,Good,35.0,Good,3.0,Good,66.0,Moderate,Besana in Brianza,Italy,45.7,9.2833
France,Besancon,42.0,Good,1.0,Good,24.0,Good,2.0,Good,42.0,Good,Besancon,France,47.24,6.02
Germany,Besigheim,31.0,Good,0.0,Good,31.0,Good,1.0,Good,26.0,Good,Besigheim,Germany,48.9983,9.1417
Turkey,Besikduzu,32.0,Good,1.0,Good,32.0,Good,0.0,Good,14.0,Good,Besikduzu,Turkey,41.0494,39.2353
United States of America,Bessemer,46.0,Good,1.0,Good,28.0,Good,7.0,Good,46.0,Good,Bessemer,United States,33.3712,-86.9728
Netherlands,Best,30.0,Good,1.0,Good,30.0,Good,2.0,Good,28.0,Good,Best,Netherlands,51.5167,5.4
Germany,Bestwig,43.0,Good,1.0,Good,37.0,Good,1.0,Good,43.0,Good,Bestwig,Germany,51.3667,8.4
Indonesia,Besuki,58.0,Moderate,1.0,Good,37.0,Good,0.0,Good,58.0,Moderate,,,,
Israel,Bet Shemesh,78.0,Moderate,1.0,Good,44.0,Good,5.0,Good,78.0,Moderate,Bet Shemesh,Israel,31.7456,34.9867
Madagascar,Betafo,25.0,Good,1.0,Good,25.0,Good,0.0,Good,20.0,Good,Betafo,Madagascar,-19.84,46.855
India,Betamcherla,111.0,Unhealthy for Sensitive Groups,2.0,Good,36.0,Good,5.0,Good,111.0,Unhealthy for Sensitive Groups,Betamcherla,India,15.4667,78.1667
Spain,Betanzos,30.0,Good,0.0,Good,28.0,Good,1.0,Good,30.0,Good,Betanzos,Spain,43.2792,-8.2106
Spain,Betanzos,30.0,Good,0.0,Good,28.0,Good,1.0,Good,30.0,Good,Betanzos,Bolivia,-19.5533,-65.4536
Cameroon,Betare Oya,58.0,Moderate,3.0,Good,5.0,Good,0.0,Good,58.0,Moderate,,,,
Spain,Betera,41.0,Good,1.0,Good,41.0,Good,0.0,Good,14.0,Good,Betera,Spain,39.5933,-0.4628
Benin,Beterou,54.0,Moderate,1.0,Good,18.0,Good,0.0,Good,54.0,Moderate,Beterou,Benin,9.2,2.2667
South Africa,Bethal,63.0,Moderate,1.0,Good,16.0,Good,10.0,Good,63.0,Moderate,Bethal,South Africa,-26.45,29.45
Namibia,Bethanien,113.0,Unhealthy for Sensitive Groups,0.0,Good,22.0,Good,0.0,Good,113.0,Unhealthy for Sensitive Groups,,,,
United States of America,Bethany,67.0,Moderate,1.0,Good,29.0,Good,2.0,Good,67.0,Moderate,Bethany,United States,35.5071,-97.6418
United States of America,Bethany,67.0,Moderate,1.0,Good,29.0,Good,2.0,Good,67.0,Moderate,Bethany,United States,45.5614,-122.837
United States of America,Bethel Park,44.0,Good,1.0,Good,44.0,Good,4.0,Good,36.0,Good,Bethel Park,United States,40.3238,-80.0364
United States of America,Bethesda,55.0,Moderate,2.0,Good,25.0,Good,12.0,Good,55.0,Moderate,Bethesda,United States,38.9866,-77.1188
South Africa,Bethlehem,59.0,Moderate,2.0,Good,20.0,Good,1.0,Good,59.0,Moderate,Bethlehem,United States,42.5856,-73.8219
South Africa,Bethlehem,59.0,Moderate,2.0,Good,20.0,Good,1.0,Good,59.0,Moderate,Bethlehem,West Bank,31.7044,35.2064
South Africa,Bethlehem,59.0,Moderate,2.0,Good,20.0,Good,1.0,Good,59.0,Moderate,Bethlehem,South Africa,-28.224,28.311
South Africa,Bethlehem,59.0,Moderate,2.0,Good,20.0,Good,1.0,Good,59.0,Moderate,Bethlehem,United States,40.6266,-75.3679
United States of America,Bethpage,61.0,Moderate,2.0,Good,38.0,Good,9.0,Good,61.0,Moderate,Bethpage,United States,40.7495,-73.4856
France,Bethune,49.0,Good,1.0,Good,28.0,Good,3.0,Good,49.0,Good,Bethune,France,50.5303,2.6408
Brazil,Betim,91.0,Moderate,2.0,Good,4.0,Good,9.0,Good,91.0,Moderate,Betim,Brazil,-19.9678,-44.1978
Madagascar,Betioky,22.0,Good,0.0,Good,22.0,Good,0.0,Good,10.0,Good,,,,
India,Betma,153.0,Unhealthy,1.0,Good,34.0,Good,0.0,Good,153.0,Unhealthy,Betma,India,22.68,75.62
Thailand,Betong,51.0,Moderate,1.0,Good,32.0,Good,0.0,Good,51.0,Moderate,Betong,Thailand,5.7731,101.0725
United States of America,Bettendorf,57.0,Moderate,1.0,Good,28.0,Good,6.0,Good,57.0,Moderate,Bettendorf,United States,41.5657,-90.4765
India,Bettiah,265.0,Very Unhealthy,4.0,Good,166.0,Unhealthy,1.0,Good,265.0,Very Unhealthy,Bettiah,India,26.8014,84.5028
India,Betul,176.0,Unhealthy,1.0,Good,34.0,Good,0.0,Good,176.0,Unhealthy,,,,
Germany,Betzdorf,29.0,Good,1.0,Good,29.0,Good,3.0,Good,29.0,Good,Betzdorf,Germany,50.7856,7.8728
Netherlands,Beuningen,39.0,Good,1.0,Good,39.0,Good,0.0,Good,39.0,Good,Beuningen,Netherlands,51.8667,5.7833
Belgium,Beveren,47.0,Good,1.0,Good,38.0,Good,2.0,Good,47.0,Good,Beveren,Belgium,51.2,4.25
United Kingdom of Great Britain and Northern Ireland,Beverley,39.0,Good,1.0,Good,20.0,Good,7.0,Good,39.0,Good,Beverley,United Kingdom,53.845,-0.427
United States of America,Beverly,48.0,Good,1.0,Good,36.0,Good,5.0,Good,48.0,Good,Beverly,United States,42.5681,-70.8627
United States of America,Beverly Hills,54.0,Moderate,1.0,Good,33.0,Good,1.0,Good,54.0,Moderate,Beverly Hills,United States,34.0786,-118.4021
United States of America,Beverly Hills,54.0,Moderate,1.0,Good,33.0,Good,1.0,Good,54.0,Moderate,Beverly Hills,United States,28.9176,-82.4542
United States of America,Beverly Hills,54.0,Moderate,1.0,Good,33.0,Good,1.0,Good,54.0,Moderate,Beverly Hills,United States,42.522,-83.2423
Germany,Beverungen,59.0,Moderate,1.0,Good,40.0,Good,5.0,Good,59.0,Moderate,Beverungen,Germany,51.6628,9.3725
Netherlands,Beverwijk,37.0,Good,1.0,Good,37.0,Good,0.0,Good,31.0,Good,Beverwijk,Netherlands,52.4833,4.65
India,Bewar,197.0,Unhealthy,3.0,Good,140.0,Unhealthy for Sensitive Groups,2.0,Good,197.0,Unhealthy,,,,
Germany,Bexbach,51.0,Moderate,1.0,Good,29.0,Good,3.0,Good,51.0,Moderate,Bexbach,Germany,49.3494,7.2594
United Kingdom of Great Britain and Northern Ireland,Bexhill,32.0,Good,1.0,Good,32.0,Good,4.0,Good,17.0,Good,,,,
United States of America,Bexley,42.0,Good,1.0,Good,42.0,Good,1.0,Good,42.0,Good,Bexley,United States,39.965,-82.9343
Guinea,Beyla,46.0,Good,1.0,Good,17.0,Good,0.0,Good,46.0,Good,Beyla,Guinea,8.6833,-8.6333
Belgium,Beyne Heusay,57.0,Moderate,1.0,Good,29.0,Good,4.0,Good,57.0,Moderate,,,,
Kazakhstan,Beyneu,57.0,Moderate,1.0,Good,40.0,Good,0.0,Good,57.0,Moderate,Beyneu,Kazakhstan,45.3247,55.1958
India,Beypur,74.0,Moderate,0.0,Good,24.0,Good,0.0,Good,74.0,Moderate,,,,
Turkey,Beysehir,47.0,Good,1.0,Good,41.0,Good,0.0,Good,47.0,Good,Beysehir,Turkey,37.6764,31.7261
Russian Federation,Bezenchuk,49.0,Good,1.0,Good,38.0,Good,0.0,Good,49.0,Good,,,,
Brazil,Bezerros,45.0,Good,1.0,Good,13.0,Good,3.0,Good,45.0,Good,Bezerros,Brazil,-8.2353,-35.7528
Russian Federation,Bezhetsk,24.0,Good,0.0,Good,24.0,Good,0.0,Good,24.0,Good,Bezhetsk,Russia,57.7667,36.7
France,Beziers,61.0,Moderate,1.0,Good,34.0,Good,2.0,Good,61.0,Moderate,Beziers,France,43.3476,3.219
France,Bezons,50.0,Good,1.0,Good,20.0,Good,5.0,Good,50.0,Good,Bezons,France,48.9261,2.2178
India,Bhabua,168.0,Unhealthy,3.0,Good,119.0,Unhealthy for Sensitive Groups,1.0,Good,168.0,Unhealthy,,,,
India,Bhachau,170.0,Unhealthy,0.0,Good,31.0,Good,0.0,Good,170.0,Unhealthy,Bhachau,India,23.296,70.343
India,Bhadasar,500.0,Hazardous,1.0,Good,38.0,Good,0.0,Good,500.0,Hazardous,,,,
India,Bhaderwah,60.0,Moderate,1.0,Good,48.0,Good,0.0,Good,60.0,Moderate,,,,
India,Bhadohi,310.0,Hazardous,1.0,Good,49.0,Good,1.0,Good,257.0,Very Unhealthy,Bhadohi,India,25.42,82.57
India,Bhadra,500.0,Hazardous,1.0,Good,40.0,Good,0.0,Good,500.0,Hazardous,,,,
India,Bhadrachalam,96.0,Moderate,1.0,Good,16.0,Good,3.0,Good,96.0,Moderate,Bhadrachalam,India,17.6688,80.8936
India,Bhadrak,161.0,Unhealthy,2.0,Good,109.0,Unhealthy for Sensitive Groups,1.0,Good,161.0,Unhealthy,,,,
Nepal,Bhadrapur,60.0,Moderate,2.0,Good,46.0,Good,0.0,Good,60.0,Moderate,Bhadrapur,Nepal,26.5444,88.0944
India,Bhadravati,39.0,Good,0.0,Good,21.0,Good,0.0,Good,39.0,Good,Bhadravati,India,13.8485,75.705
India,Bhadreswar,172.0,Unhealthy,5.0,Good,106.0,Unhealthy for Sensitive Groups,6.0,Good,172.0,Unhealthy,Bhadreswar,India,22.82,88.35
Pakistan,Bhag,168.0,Unhealthy,1.0,Good,76.0,Moderate,0.0,Good,168.0,Unhealthy,,,,
India,Bhagalpur,80.0,Moderate,2.0,Good,79.0,Moderate,1.0,Good,80.0,Moderate,Bhagalpur,India,25.25,87.0
India,Bhainsa,173.0,Unhealthy,2.0,Good,29.0,Good,5.0,Good,173.0,Unhealthy,Bhainsa,India,19.1,77.9667
India,Bhainsdehi,128.0,Unhealthy for Sensitive Groups,0.0,Good,35.0,Good,0.0,Good,128.0,Unhealthy for Sensitive Groups,Bhainsdehi,India,21.6449,77.6302
Bangladesh,Bhairab Bazar,132.0,Unhealthy for Sensitive Groups,3.0,Good,44.0,Good,4.0,Good,132.0,Unhealthy for Sensitive Groups,,,,
Pakistan,Bhakkar,183.0,Unhealthy,2.0,Good,122.0,Unhealthy for Sensitive Groups,0.0,Good,183.0,Unhealthy,Bhakkar,Pakistan,31.6278,71.0625
Nepal,Bhaktapur,125.0,Unhealthy for Sensitive Groups,2.0,Good,61.0,Moderate,0.0,Good,125.0,Unhealthy for Sensitive Groups,Bhaktapur,Nepal,27.6722,85.4278
India,Bhalki,78.0,Moderate,0.0,Good,28.0,Good,0.0,Good,78.0,Moderate,Bhalki,India,18.0435,77.206
Pakistan,Bhalwal,179.0,Unhealthy,3.0,Good,179.0,Unhealthy,2.0,Good,166.0,Unhealthy,Bhalwal,Pakistan,32.2656,72.8994
Pakistan,Bhan,161.0,Unhealthy,1.0,Good,40.0,Good,0.0,Good,161.0,Unhealthy,,,,
India,Bhandara,152.0,Unhealthy,1.0,Good,42.0,Good,0.0,Good,152.0,Unhealthy,,,,
Bangladesh,Bhandaria,156.0,Unhealthy,1.0,Good,45.0,Good,1.0,Good,156.0,Unhealthy,Bhandaria,Bangladesh,22.4883,90.0733
India,Bhander,166.0,Unhealthy,3.0,Good,140.0,Unhealthy for Sensitive Groups,0.0,Good,166.0,Unhealthy,Bhander,India,25.7358,78.7456
